symbol,window,is_listing_censored,obs,mean_pnl,std_pnl,return_net,sharpe_net,full_30_obs
A2Z,60-89,False,30,0.013801470670765164,0.09084264766563226,0.4140441201229549,2.9025654107389287,True
A2Z,90-119,False,30,-0.00968807267808741,0.03897534986551726,-0.2906421803426223,-4.748908457949119,True
A2Z,120-149,False,30,-0.01676717969755485,0.06529453246231046,-0.5030153909266455,-4.9060236172060785,True
A2Z,150-179,False,30,-0.013692085763317185,0.06522652087477511,-0.41076257289951557,-4.010438203716566,True
AAVE,14-29,True,16,0.042721496298110596,0.10764517813253055,0.6835439407697695,,False
AAVE,30-59,True,30,0.01596408377618871,0.07981895104522829,0.4789225132856613,3.821064901334258,True
AAVE,60-89,True,30,0.0031078900994146773,0.05555540684566122,0.09323670298244031,1.0687736864873978,True
AAVE,90-119,True,30,0.022300303422354027,0.06574717034812953,0.6690091026706209,6.480076578388585,True
AAVE,120-149,True,30,0.0035768248247871537,0.13141249541236655,0.10730474474361461,0.5200049060263614,True
AAVE,150-179,True,30,0.02632463817110102,0.07796851568545511,0.7897391451330306,6.450443511293513,True
ACE,14-29,False,16,-0.0015777899308056604,0.07342331476855418,-0.025244638892890567,,False
ACE,30-59,False,30,0.01066232589272586,0.056268515008991306,0.3198697767817758,3.6202030589613092,True
ACE,60-89,False,30,-0.00558483259282227,0.054018719379329075,-0.1675449777846681,-1.9752055971732478,True
ACE,90-119,False,30,0.02763279123412039,0.07125399115845142,0.8289837370236117,7.409040906798308,True
ACE,120-149,False,30,0.01719152106647964,0.045827817749805266,0.5157456319943892,7.166903530030656,True
ACE,150-179,False,30,-5.7653945932810886e-05,0.055681363216231676,-0.0017296183779843266,-0.019781791012828533,True
ACH,14-29,False,16,0.017439433972271125,0.09974364724221736,0.279030943556338,,False
ACH,30-59,False,30,0.00840838803142698,0.053964513679278424,0.2522516409428094,2.9768085882564597,True
ACH,60-89,False,30,0.0021121652879969237,0.048927928728225684,0.06336495863990771,0.8247408426284519,True
ACH,90-119,False,30,-0.01225127292199577,0.0523941662404222,-0.3675381876598731,-4.4672958331791115,True
ACH,120-149,False,30,-0.0009560274884410834,0.03386693523608033,-0.028680824653232503,-0.5393130318250301,True
ACH,150-179,False,30,0.013900482121252828,0.031652912968105,0.4170144636375848,8.390012581380631,True
ACT,14-29,False,16,0.02161482549163174,0.1662608169228759,0.34583720786610783,,False
ACT,30-59,False,30,-0.005339443373465058,0.08396444848130548,-0.16018330120395172,-1.214918030930109,True
ACT,60-89,False,30,-0.008325708385819102,0.11274354371053812,-0.24977125157457306,-1.4108340942211526,True
ACT,90-119,False,30,-0.011962536732563773,0.05828832098481765,-0.35887610197691316,-3.920921713196072,True
ACT,120-149,False,30,-0.018351093697262684,0.13159152298782803,-0.5505328109178805,-2.664283723216385,True
